$ freqtrade list-pairs
2022-05-12 15:05:54,206 - freqtrade.configuration.load_config - INFO - Using config: config.json ...
2022-05-12 15:05:54,242 - freqtrade.loggers - INFO - Verbosity set to 0
2022-05-12 15:05:54,245 - freqtrade.configuration.configuration - INFO - Using user-data directory: /opt/freqtrade/user_data ...
2022-05-12 15:05:54,247 - freqtrade.configuration.configuration - INFO - Using data directory: /opt/freqtrade/user_data/data/binance ...
2022-05-12 15:05:54,248 - freqtrade.configuration.check_exchange - INFO - Checking exchange...
2022-05-12 15:05:54,280 - freqtrade.configuration.check_exchange - INFO - Exchange "binance" is officially supported by the Freqtrade development team.
2022-05-12 15:05:54,281 - freqtrade.configuration.configuration - INFO - Using pairlist from configuration.
2022-05-12 15:05:54,281 - freqtrade.configuration.config_validation - INFO - Validating configuration ...
2022-05-12 15:05:54,289 - freqtrade.exchange.exchange - INFO - Instance is running with dry_run enabled
2022-05-12 15:05:54,290 - freqtrade.exchange.exchange - INFO - Using CCXT 1.81.43
2022-05-12 15:05:54,360 - freqtrade.exchange.exchange - INFO - Using Exchange "Binance"
2022-05-12 15:05:54,362 - freqtrade.resolvers.exchange_resolver - INFO - Using resolved exchange 'Binance'...
2022-05-12 15:05:54,363 - freqtrade.exchange.exchange - INFO - Markets were not loaded. Loading them now..

Exchange Binance has 1465 active pairs:
+--------------+---------------+----------+---------+----------+--------+----------+----------+------------+
|           Id |        Symbol |     Base |   Quote |   Active |   Spot |   Margin |   Future |   Leverage |
|       LTCGBP |       LTC/GBP |      LTC |     GBP |     True |   Spot |          |          |          1 |
|       LTCRUB |       LTC/RUB |      LTC |     RUB |     True |   Spot |          |          |          1 |
|       LTCUAH |       LTC/UAH |      LTC |     UAH |     True |   Spot |          |          |          1 |
|      LTCUSDC |      LTC/USDC |      LTC |    USDC |     True |   Spot |   Margin |          |          1 |
|      LTCUSDT |      LTC/USDT |      LTC |    USDT |     True |   Spot |   Margin |          |          1 |
|       LTOBTC |       LTO/BTC |      LTO |     BTC |     True |   Spot |   Margin |          |          1 |
|      LTOBUSD |      LTO/BUSD |      LTO |    BUSD |     True |   Spot |          |          |          1 |
|      LTOUSDT |      LTO/USDT |      LTO |    USDT |     True |   Spot |   Margin |          |          1 |
|      LUNAAUD |      LUNA/AUD |     LUNA |     AUD |     True |   Spot |          |          |          1 |
|     LUNABIDR |     LUNA/BIDR |     LUNA |    BIDR |     True |   Spot |          |          |          1 |
|      LUNABNB |      LUNA/BNB |     LUNA |     BNB |     True |   Spot |          |          |          1 |
|      LUNABRL |      LUNA/BRL |     LUNA |     BRL |     True |   Spot |          |          |          1 |
|      LUNABTC |      LUNA/BTC |     LUNA |     BTC |     True |   Spot |   Margin |          |          1 |
|     LUNABUSD |     LUNA/BUSD |     LUNA |    BUSD |     True |   Spot |   Margin |          |          1 |
|      LUNAETH |      LUNA/ETH |     LUNA |     ETH |     True |   Spot |          |          |          1 |
|      LUNAEUR |      LUNA/EUR |     LUNA |     EUR |     True |   Spot |          |          |          1 |
|      LUNAGBP |      LUNA/GBP |     LUNA |     GBP |     True |   Spot |          |          |          1 |
|      LUNATRY |      LUNA/TRY |     LUNA |     TRY |     True |   Spot |          |          |          1 |
|     LUNAUSDT |     LUNA/USDT |     LUNA |    USDT |     True |   Spot |   Margin |          |          1 |
|      LUNAUST |      LUNA/UST |     LUNA |     UST |     True |   Spot |          |          |          1 |
|     MANABIDR |     MANA/BIDR |     MANA |    BIDR |     True |   Spot |          |          |          1 |
|      MANABNB |      MANA/BNB |     MANA |     BNB |     True |   Spot |          |          |          1 |
|      MANABRL |      MANA/BRL |     MANA |     BRL |     True |   Spot |          |          |          1 |
|      MANABTC |      MANA/BTC |     MANA |     BTC |     True |   Spot |   Margin |          |          1 |
|     MANABUSD |     MANA/BUSD |     MANA |    BUSD |     True |   Spot |   Margin |          |          1 |
|      MANAETH |      MANA/ETH |     MANA |     ETH |     True |   Spot |          |          |          1 |
|      MANATRY |      MANA/TRY |     MANA |     TRY |     True |   Spot |          |          |          1 |
|     MANAUSDT |     MANA/USDT |     MANA |    USDT |     True |   Spot |   Margin |          |          1 |
|      MASKBNB |      MASK/BNB |     MASK |     BNB |     True |   Spot |          |          |          1 |
|     MASKBUSD |     MASK/BUSD |     MASK |    BUSD |     True |   Spot |          |          |          1 |
|     MASKUSDT |     MASK/USDT |     MASK |    USDT |     True |   Spot |   Margin |          |          1 |
|     MATICAUD |     MATIC/AUD |    MATIC |     AUD |     True |   Spot |          |          |          1 |
|    MATICBIDR |    MATIC/BIDR |    MATIC |    BIDR |     True |   Spot |          |          |          1 |
|     MATICBNB |     MATIC/BNB |    MATIC |     BNB |     True |   Spot |          |          |          1 |
|     MATICBRL |     MATIC/BRL |    MATIC |     BRL |     True |   Spot |          |          |          1 |
|     MATICBTC |     MATIC/BTC |    MATIC |     BTC |     True |   Spot |   Margin |          |          1 |
|    MATICBUSD |    MATIC/BUSD |    MATIC |    BUSD |     True |   Spot |   Margin |          |          1 |
|     MATICETH |     MATIC/ETH |    MATIC |     ETH |     True |   Spot |          |          |          1 |
|     MATICEUR |     MATIC/EUR |    MATIC |     EUR |     True |   Spot |          |          |          1 |
|     MATICGBP |     MATIC/GBP |    MATIC |     GBP |     True |   Spot |          |          |          1 |
|     MATICRUB |     MATIC/RUB |    MATIC |     RUB |     True |   Spot |          |          |          1 |
|     MATICTRY |     MATIC/TRY |    MATIC |     TRY |     True |   Spot |          |          |          1 |
|    MATICUSDT |    MATIC/USDT |    MATIC |    USDT |     True |   Spot |   Margin |          |          1 |
|       MBLBNB |       MBL/BNB |      MBL |     BNB |     True |   Spot |          |          |          1 |
|      MBLBUSD |      MBL/BUSD |      MBL |    BUSD |     True |   Spot |          |          |          1 |
|      MBLUSDT |      MBL/USDT |      MBL |    USDT |     True |   Spot |   Margin |          |          1 |
|      MBOXBNB |      MBOX/BNB |     MBOX |     BNB |     True |   Spot |          |          |          1 |
|      MBOXBTC |      MBOX/BTC |     MBOX |     BTC |     True |   Spot |   Margin |          |          1 |
|     MBOXBUSD |     MBOX/BUSD |     MBOX |    BUSD |     True |   Spot |   Margin |          |          1 |
|      MBOXTRY |      MBOX/TRY |     MBOX |     TRY |     True |   Spot |          |          |          1 |
|     MBOXUSDT |     MBOX/USDT |     MBOX |    USDT |     True |   Spot |   Margin |          |          1 |
|        MCBNB |        MC/BNB |       MC |     BNB |     True |   Spot |          |          |          1 |
|        MCBTC |        MC/BTC |       MC |     BTC |     True |   Spot |          |          |          1 |
|       MCBUSD |       MC/BUSD |       MC |    BUSD |     True |   Spot |          |          |          1 |
|       MCUSDT |       MC/USDT |       MC |    USDT |     True |   Spot |          |          |          1 |
|       MDABTC |       MDA/BTC |      MDA |     BTC |     True |   Spot |          |          |          1 |
|       MDTBTC |       MDT/BTC |      MDT |     BTC |     True |   Spot |   Margin |          |          1 |
|      MDTBUSD |      MDT/BUSD |      MDT |    BUSD |     True |   Spot |          |          |          1 |
|      MDTUSDT |      MDT/USDT |      MDT |    USDT |     True |   Spot |   Margin |          |          1 |
|       MDXBTC |       MDX/BTC |      MDX |     BTC |     True |   Spot |   Margin |          |          1 |
|      MDXBUSD |      MDX/BUSD |      MDX |    BUSD |     True |   Spot |   Margin |          |          1 |
|      MDXUSDT |      MDX/USDT |      MDX |    USDT |     True |   Spot |   Margin |          |          1 |
|       MFTETH |       MFT/ETH |      MFT |     ETH |     True |   Spot |          |          |          1 |
|      MFTUSDT |      MFT/USDT |      MFT |    USDT |     True |   Spot |   Margin |          |          1 |
|      MINABNB |      MINA/BNB |     MINA |     BNB |     True |   Spot |          |          |          1 |
|      MINABTC |      MINA/BTC |     MINA |     BTC |     True |   Spot |   Margin |          |          1 |
|     MINABUSD |     MINA/BUSD |     MINA |    BUSD |     True |   Spot |   Margin |          |          1 |
|      MINATRY |      MINA/TRY |     MINA |     TRY |     True |   Spot |          |          |          1 |
|     MINAUSDT |     MINA/USDT |     MINA |    USDT |     True |   Spot |   Margin |          |          1 |
|       MIRBTC |       MIR/BTC |      MIR |     BTC |     True |   Spot |   Margin |          |          1 |
|      MIRBUSD |      MIR/BUSD |      MIR |    BUSD |     True |   Spot |   Margin |          |          1 |
|      MIRUSDT |      MIR/USDT |      MIR |    USDT |     True |   Spot |   Margin |          |          1 |
|      MITHBNB |      MITH/BNB |     MITH |     BNB |     True |   Spot |          |          |          1 |
|      MITHBTC |      MITH/BTC |     MITH |     BTC |     True |   Spot |   Margin |          |          1 |
|     MITHUSDT |     MITH/USDT |     MITH |    USDT |     True |   Spot |   Margin |          |          1 |
|       MKRBTC |       MKR/BTC |      MKR |     BTC |     True |   Spot |   Margin |          |          1 |
|      MKRBUSD |      MKR/BUSD |      MKR |    BUSD |     True |   Spot |          |          |          1 |
|      MKRUSDT |      MKR/USDT |      MKR |    USDT |     True |   Spot |   Margin |          |          1 |
|       MLNBTC |       MLN/BTC |      MLN |     BTC |     True |   Spot |   Margin |          |          1 |
|      MLNBUSD |      MLN/BUSD |      MLN |    BUSD |     True |   Spot |   Margin |          |          1 |
|      MLNUSDT |      MLN/USDT |      MLN |    USDT |     True |   Spot |   Margin |          |          1 |
|       MOBBTC |       MOB/BTC |      MOB |     BTC |     True |   Spot |          |          |          1 |
|      MOBBUSD |      MOB/BUSD |      MOB |    BUSD |     True |   Spot |   Margin |          |          1 |
|      MOBUSDT |      MOB/USDT |      MOB |    USDT |     True |   Spot |   Margin |          |          1 |
|      MOVRBTC |      MOVR/BTC |     MOVR |     BTC |     True |   Spot |          |          |          1 |
|     MOVRBUSD |     MOVR/BUSD |     MOVR |    BUSD |     True |   Spot |          |          |          1 |
|     MOVRUSDT |     MOVR/USDT |     MOVR |    USDT |     True |   Spot |          |          |          1 |
|       MTLBTC |       MTL/BTC |      MTL |     BTC |     True |   Spot |   Margin |          |          1 |
|      MTLBUSD |      MTL/BUSD |      MTL |    BUSD |     True |   Spot |   Margin |          |          1 |
|       MTLETH |       MTL/ETH |      MTL |     ETH |     True |   Spot |          |          |          1 |
|      MTLUSDT |      MTL/USDT |      MTL |    USDT |     True |   Spot |   Margin |          |          1 |
|     MULTIBTC |     MULTI/BTC |    MULTI |     BTC |     True |   Spot |          |          |          1 |
|    MULTIBUSD |    MULTI/BUSD |    MULTI |    BUSD |     True |   Spot |          |          |          1 |
|    MULTIUSDT |    MULTI/USDT |    MULTI |    USDT |     True |   Spot |          |          |          1 |
|       NASBTC |       NAS/BTC |      NAS |     BTC |     True |   Spot |          |          |          1 |
|       NASETH |       NAS/ETH |      NAS |     ETH |     True |   Spot |          |          |          1 |
|       NAVBTC |       NAV/BTC |      NAV |     BTC |     True |   Spot |          |          |          1 |
|      NBSUSDT |      NBS/USDT |      NBS |    USDT |     True |   Spot |   Margin |          |          1 |
|      NEARBNB |      NEAR/BNB |     NEAR |     BNB |     True |   Spot |          |          |          1 |
|      NEARBTC |      NEAR/BTC |     NEAR |     BTC |     True |   Spot |   Margin |          |          1 |
|     NEARBUSD |     NEAR/BUSD |     NEAR |    BUSD |     True |   Spot |   Margin |          |          1 |
|      NEARETH |      NEAR/ETH |     NEAR |     ETH |     True |   Spot |          |          |          1 |
|      NEAREUR |      NEAR/EUR |     NEAR |     EUR |     True |   Spot |          |          |          1 |
|      NEARRUB |      NEAR/RUB |     NEAR |     RUB |     True |   Spot |          |          |          1 |
|      NEARTRY |      NEAR/TRY |     NEAR |     TRY |     True |   Spot |          |          |          1 |
|     NEARUSDT |     NEAR/USDT |     NEAR |    USDT |     True |   Spot |   Margin |          |          1 |
|      NEBLBTC |      NEBL/BTC |     NEBL |     BTC |     True |   Spot |          |          |          1 |
|       NEOBNB |       NEO/BNB |      NEO |     BNB |     True |   Spot |          |          |          1 |
|       NEOBTC |       NEO/BTC |      NEO |     BTC |     True |   Spot |   Margin |          |          1 |
|      NEOBUSD |      NEO/BUSD |      NEO |    BUSD |     True |   Spot |   Margin |          |          1 |
|       NEOETH |       NEO/ETH |      NEO |     ETH |     True |   Spot |          |          |          1 |
|       NEORUB |       NEO/RUB |      NEO |     RUB |     True |   Spot |          |          |          1 |
|       NEOTRY |       NEO/TRY |      NEO |     TRY |     True |   Spot |          |          |          1 |
|      NEOUSDT |      NEO/USDT |      NEO |    USDT |     True |   Spot |   Margin |          |          1 |
|      NEXOBTC |      NEXO/BTC |     NEXO |     BTC |     True |   Spot |          |          |          1 |
|     NEXOBUSD |     NEXO/BUSD |     NEXO |    BUSD |     True |   Spot |   Margin |          |          1 |
|     NEXOUSDT |     NEXO/USDT |     NEXO |    USDT |     True |   Spot |   Margin |          |          1 |
|       NKNBTC |       NKN/BTC |      NKN |     BTC |     True |   Spot |   Margin |          |          1 |
|      NKNUSDT |      NKN/USDT |      NKN |    USDT |     True |   Spot |   Margin |          |          1 |
|       NMRBTC |       NMR/BTC |      NMR |     BTC |     True |   Spot |   Margin |          |          1 |
|      NMRBUSD |      NMR/BUSD |      NMR |    BUSD |     True |   Spot |   Margin |          |          1 |
|      NMRUSDT |      NMR/USDT |      NMR |    USDT |     True |   Spot |   Margin |          |          1 |
|      NULSBTC |      NULS/BTC |     NULS |     BTC |     True |   Spot |   Margin |          |          1 |
|     NULSBUSD |     NULS/BUSD |     NULS |    BUSD |     True |   Spot |          |          |          1 |
|     NULSUSDT |     NULS/USDT |     NULS |    USDT |     True |   Spot |   Margin |          |          1 |
|       NXSBTC |       NXS/BTC |      NXS |     BTC |     True |   Spot |          |          |          1 |
|       OAXBTC |       OAX/BTC |      OAX |     BTC |     True |   Spot |          |          |          1 |
|     OCEANBNB |     OCEAN/BNB |    OCEAN |     BNB |     True |   Spot |          |          |          1 |
|     OCEANBTC |     OCEAN/BTC |    OCEAN |     BTC |     True |   Spot |   Margin |          |          1 |
|    OCEANBUSD |    OCEAN/BUSD |    OCEAN |    BUSD |     True |   Spot |          |          |          1 |
|    OCEANUSDT |    OCEAN/USDT |    OCEAN |    USDT |     True |   Spot |   Margin |          |          1 |
|        OGBTC |        OG/BTC |       OG |     BTC |     True |   Spot |          |          |          1 |
|       OGUSDT |       OG/USDT |       OG |    USDT |     True |   Spot |          |          |          1 |
|       OGNBNB |       OGN/BNB |      OGN |     BNB |     True |   Spot |          |          |          1 |
|       OGNBTC |       OGN/BTC |      OGN |     BTC |     True |   Spot |   Margin |          |          1 |
|      OGNBUSD |      OGN/BUSD |      OGN |    BUSD |     True |   Spot |          |          |          1 |
|      OGNUSDT |      OGN/USDT |      OGN |    USDT |     True |   Spot |   Margin |          |          1 |
|        OMBTC |        OM/BTC |       OM |     BTC |     True |   Spot |   Margin |          |          1 |
|       OMBUSD |       OM/BUSD |       OM |    BUSD |     True |   Spot |   Margin |          |          1 |
|       OMUSDT |       OM/USDT |       OM |    USDT |     True |   Spot |   Margin |          |          1 |
|       OMGBTC |       OMG/BTC |      OMG |     BTC |     True |   Spot |   Margin |          |          1 |
|      OMGBUSD |      OMG/BUSD |      OMG |    BUSD |     True |   Spot |          |          |          1 |
|       OMGETH |       OMG/ETH |      OMG |     ETH |     True |   Spot |          |          |          1 |
|      OMGUSDT |      OMG/USDT |      OMG |    USDT |     True |   Spot |   Margin |          |          1 |
|       ONEBNB |       ONE/BNB |      ONE |     BNB |     True |   Spot |          |          |          1 |
|       ONEBTC |       ONE/BTC |      ONE |     BTC |     True |   Spot |   Margin |          |          1 |
|      ONEBUSD |      ONE/BUSD |      ONE |    BUSD |     True |   Spot |   Margin |          |          1 |
|       ONEETH |       ONE/ETH |      ONE |     ETH |     True |   Spot |          |          |          1 |
|       ONETRY |       ONE/TRY |      ONE |     TRY |     True |   Spot |          |          |          1 |
|      ONEUSDT |      ONE/USDT |      ONE |    USDT |     True |   Spot |   Margin |          |          1 |
|       ONGBTC |       ONG/BTC |      ONG |     BTC |     True |   Spot |          |          |          1 |
|      ONGUSDT |      ONG/USDT |      ONG |    USDT |     True |   Spot |   Margin |          |          1 |
|       ONTBTC |       ONT/BTC |      ONT |     BTC |     True |   Spot |   Margin |          |          1 |
|      ONTBUSD |      ONT/BUSD |      ONT |    BUSD |     True |   Spot |   Margin |          |          1 |
|       ONTETH |       ONT/ETH |      ONT |     ETH |     True |   Spot |          |          |          1 |
|       ONTTRY |       ONT/TRY |      ONT |     TRY |     True |   Spot |          |          |          1 |
|      ONTUSDT |      ONT/USDT |      ONT |    USDT |     True |   Spot |   Margin |          |          1 |
|      OOKIBNB |      OOKI/BNB |     OOKI |     BNB |     True |   Spot |          |          |          1 |
|     OOKIBUSD |     OOKI/BUSD |     OOKI |    BUSD |     True |   Spot |          |          |          1 |
|      OOKIETH |      OOKI/ETH |     OOKI |     ETH |     True |   Spot |          |          |          1 |
|     OOKIUSDT |     OOKI/USDT |     OOKI |    USDT |     True |   Spot |          |          |          1 |
|       ORNBTC |       ORN/BTC |      ORN |     BTC |     True |   Spot |   Margin |          |          1 |
|      ORNBUSD |      ORN/BUSD |      ORN |    BUSD |     True |   Spot |          |          |          1 |
|      ORNUSDT |      ORN/USDT |      ORN |    USDT |     True |   Spot |   Margin |          |          1 |
|       OXTBTC |       OXT/BTC |      OXT |     BTC |     True |   Spot |   Margin |          |          1 |
|      OXTBUSD |      OXT/BUSD |      OXT |    BUSD |     True |   Spot |          |          |          1 |
|      OXTUSDT |      OXT/USDT |      OXT |    USDT |     True |   Spot |   Margin |          |          1 |
|      PAXGBNB |      PAXG/BNB |     PAXG |     BNB |     True |   Spot |          |          |          1 |
|      PAXGBTC |      PAXG/BTC |     PAXG |     BTC |     True |   Spot |          |          |          1 |
|     PAXGBUSD |     PAXG/BUSD |     PAXG |    BUSD |     True |   Spot |          |          |          1 |
|     PAXGUSDT |     PAXG/USDT |     PAXG |    USDT |     True |   Spot |   Margin |          |          1 |
|    PEOPLEBNB |    PEOPLE/BNB |   PEOPLE |     BNB |     True |   Spot |          |          |          1 |
|    PEOPLEBTC |    PEOPLE/BTC |   PEOPLE |     BTC |     True |   Spot |   Margin |          |          1 |
|   PEOPLEBUSD |   PEOPLE/BUSD |   PEOPLE |    BUSD |     True |   Spot |   Margin |          |          1 |
|   PEOPLEUSDT |   PEOPLE/USDT |   PEOPLE |    USDT |     True |   Spot |   Margin |          |          1 |
|      PERLBNB |      PERL/BNB |     PERL |     BNB |     True |   Spot |          |          |          1 |
|      PERLBTC |      PERL/BTC |     PERL |     BTC |     True |   Spot |          |          |          1 |
|     PERLUSDT |     PERL/USDT |     PERL |    USDT |     True |   Spot |          |          |          1 |
|      PERPBTC |      PERP/BTC |     PERP |     BTC |     True |   Spot |          |          |          1 |
|     PERPBUSD |     PERP/BUSD |     PERP |    BUSD |     True |   Spot |          |          |          1 |
|     PERPUSDT |     PERP/USDT |     PERP |    USDT |     True |   Spot |          |          |          1 |
|       PHABTC |       PHA/BTC |      PHA |     BTC |     True |   Spot |          |          |          1 |
|      PHABUSD |      PHA/BUSD |      PHA |    BUSD |     True |   Spot |          |          |          1 |
|      PHAUSDT |      PHA/USDT |      PHA |    USDT |     True |   Spot |          |          |          1 |
|       PHBBTC |       PHB/BTC |      PHB |     BTC |     True |   Spot |          |          |          1 |
|      PIVXBTC |      PIVX/BTC |     PIVX |     BTC |     True |   Spot |          |          |          1 |
|       PLABNB |       PLA/BNB |      PLA |     BNB |     True |   Spot |          |          |          1 |
|       PLABTC |       PLA/BTC |      PLA |     BTC |     True |   Spot |          |          |          1 |
|      PLABUSD |      PLA/BUSD |      PLA |    BUSD |     True |   Spot |          |          |          1 |
|      PLAUSDT |      PLA/USDT |      PLA |    USDT |     True |   Spot |          |          |          1 |
|       PNTBTC |       PNT/BTC |      PNT |     BTC |     True |   Spot |   Margin |          |          1 |
|      PNTUSDT |      PNT/USDT |      PNT |    USDT |     True |   Spot |   Margin |          |          1 |
|      POLSBNB |      POLS/BNB |     POLS |     BNB |     True |   Spot |          |          |          1 |
|      POLSBTC |      POLS/BTC |     POLS |     BTC |     True |   Spot |   Margin |          |          1 |
|     POLSBUSD |     POLS/BUSD |     POLS |    BUSD |     True |   Spot |   Margin |          |          1 |
|     POLSUSDT |     POLS/USDT |     POLS |    USDT |     True |   Spot |   Margin |          |          1 |
|      POLYBTC |      POLY/BTC |     POLY |     BTC |     True |   Spot |          |          |          1 |
|     POLYBUSD |     POLY/BUSD |     POLY |    BUSD |     True |   Spot |          |          |          1 |
|     POLYUSDT |     POLY/USDT |     POLY |    USDT |     True |   Spot |          |          |          1 |
|      PONDBTC |      POND/BTC |     POND |     BTC |     True |   Spot |   Margin |          |          1 |
|     PONDBUSD |     POND/BUSD |     POND |    BUSD |     True |   Spot |   Margin |          |          1 |
|     PONDUSDT |     POND/USDT |     POND |    USDT |     True |   Spot |   Margin |          |          1 |
|     PORTOBTC |     PORTO/BTC |    PORTO |     BTC |     True |   Spot |          |          |          1 |
|    PORTOBUSD |    PORTO/BUSD |    PORTO |    BUSD |     True |   Spot |          |          |          1 |
|     PORTOEUR |     PORTO/EUR |    PORTO |     EUR |     True |   Spot |          |          |          1 |
|     PORTOTRY |     PORTO/TRY |    PORTO |     TRY |     True |   Spot |          |          |          1 |
|    PORTOUSDT |    PORTO/USDT |    PORTO |    USDT |     True |   Spot |          |          |          1 |
|      POWRBTC |      POWR/BTC |     POWR |     BTC |     True |   Spot |          |          |          1 |
|     POWRBUSD |     POWR/BUSD |     POWR |    BUSD |     True |   Spot |          |          |          1 |
|      POWRETH |      POWR/ETH |     POWR |     ETH |     True |   Spot |          |          |          1 |
|     POWRUSDT |     POWR/USDT |     POWR |    USDT |     True |   Spot |          |          |          1 |
|      PROMBNB |      PROM/BNB |     PROM |     BNB |     True |   Spot |          |          |          1 |
|      PROMBTC |      PROM/BTC |     PROM |     BTC |     True |   Spot |          |          |          1 |
|     PROMBUSD |     PROM/BUSD |     PROM |    BUSD |     True |   Spot |          |          |          1 |
|      PROSETH |      PROS/ETH |     PROS |     ETH |     True |   Spot |          |          |          1 |
|       PSGBTC |       PSG/BTC |      PSG |     BTC |     True |   Spot |          |          |          1 |
|      PSGBUSD |      PSG/BUSD |      PSG |    BUSD |     True |   Spot |          |          |          1 |
|      PSGUSDT |      PSG/USDT |      PSG |    USDT |     True |   Spot |          |          |          1 |
|    PUNDIXETH |    PUNDIX/ETH |   PUNDIX |     ETH |     True |   Spot |          |          |          1 |
|   PUNDIXUSDT |   PUNDIX/USDT |   PUNDIX |    USDT |     True |   Spot |   Margin |          |          1 |
|       PYRBTC |       PYR/BTC |      PYR |     BTC |     True |   Spot |   Margin |          |          1 |
|      PYRBUSD |      PYR/BUSD |      PYR |    BUSD |     True |   Spot |   Margin |          |          1 |
|      PYRUSDT |      PYR/USDT |      PYR |    USDT |     True |   Spot |   Margin |          |          1 |
|        QIBTC |        QI/BTC |       QI |     BTC |     True |   Spot |          |          |          1 |
|       QIBUSD |       QI/BUSD |       QI |    BUSD |     True |   Spot |          |          |          1 |
|       QIUSDT |       QI/USDT |       QI |    USDT |     True |   Spot |   Margin |          |          1 |
|       QKCBTC |       QKC/BTC |      QKC |     BTC |     True |   Spot |          |          |          1 |
|       QKCETH |       QKC/ETH |      QKC |     ETH |     True |   Spot |          |          |          1 |
|       QLCBTC |       QLC/BTC |      QLC |     BTC |     True |   Spot |          |          |          1 |
|       QNTBNB |       QNT/BNB |      QNT |     BNB |     True |   Spot |          |          |          1 |
|       QNTBTC |       QNT/BTC |      QNT |     BTC |     True |   Spot |   Margin |          |          1 |
|      QNTBUSD |      QNT/BUSD |      QNT |    BUSD |     True |   Spot |   Margin |          |          1 |
|      QNTUSDT |      QNT/USDT |      QNT |    USDT |     True |   Spot |   Margin |          |          1 |
|       QSPBTC |       QSP/BTC |      QSP |     BTC |     True |   Spot |          |          |          1 |
|      QTUMBTC |      QTUM/BTC |     QTUM |     BTC |     True |   Spot |   Margin |          |          1 |
|     QTUMBUSD |     QTUM/BUSD |     QTUM |    BUSD |     True |   Spot |          |          |          1 |
|      QTUMETH |      QTUM/ETH |     QTUM |     ETH |     True |   Spot |          |          |          1 |
|     QTUMUSDT |     QTUM/USDT |     QTUM |    USDT |     True |   Spot |   Margin |          |          1 |
|     QUICKBTC |     QUICK/BTC |    QUICK |     BTC |     True |   Spot |   Margin |          |          1 |
|    QUICKBUSD |    QUICK/BUSD |    QUICK |    BUSD |     True |   Spot |   Margin |          |          1 |
|    QUICKUSDT |    QUICK/USDT |    QUICK |    USDT |     True |   Spot |   Margin |          |          1 |
|       RADBNB |       RAD/BNB |      RAD |     BNB |     True |   Spot |          |          |          1 |
|       RADBTC |       RAD/BTC |      RAD |     BTC |     True |   Spot |          |          |          1 |
|      RADBUSD |      RAD/BUSD |      RAD |    BUSD |     True |   Spot |          |          |          1 |
|      RADUSDT |      RAD/USDT |      RAD |    USDT |     True |   Spot |   Margin |          |          1 |
|      RAMPBTC |      RAMP/BTC |     RAMP |     BTC |     True |   Spot |   Margin |          |          1 |
|     RAMPBUSD |     RAMP/BUSD |     RAMP |    BUSD |     True |   Spot |   Margin |          |          1 |
|     RAMPUSDT |     RAMP/USDT |     RAMP |    USDT |     True |   Spot |   Margin |          |          1 |
|      RAREBNB |      RARE/BNB |     RARE |     BNB |     True |   Spot |          |          |          1 |
|      RAREBTC |      RARE/BTC |     RARE |     BTC |     True |   Spot |          |          |          1 |
|     RAREBUSD |     RARE/BUSD |     RARE |    BUSD |     True |   Spot |   Margin |          |          1 |
|     RAREUSDT |     RARE/USDT |     RARE |    USDT |     True |   Spot |   Margin |          |          1 |
|       RAYBNB |       RAY/BNB |      RAY |     BNB |     True |   Spot |          |          |          1 |
|      RAYBUSD |      RAY/BUSD |      RAY |    BUSD |     True |   Spot |   Margin |          |          1 |
|      RAYUSDT |      RAY/USDT |      RAY |    USDT |     True |   Spot |   Margin |          |          1 |
|      REEFBTC |      REEF/BTC |     REEF |     BTC |     True |   Spot |   Margin |          |          1 |
|     REEFBUSD |     REEF/BUSD |     REEF |    BUSD |     True |   Spot |   Margin |          |          1 |
|      REEFTRY |      REEF/TRY |     REEF |     TRY |     True |   Spot |          |          |          1 |
|     REEFUSDT |     REEF/USDT |     REEF |    USDT |     True |   Spot |   Margin |          |          1 |
|       REIBNB |       REI/BNB |      REI |     BNB |     True |   Spot |          |          |          1 |
|       REIETH |       REI/ETH |      REI |     ETH |     True |   Spot |          |          |          1 |
|      REIUSDT |      REI/USDT |      REI |    USDT |     True |   Spot |          |          |          1 |
|       RENBTC |       REN/BTC |      REN |     BTC |     True |   Spot |   Margin |          |          1 |
|      RENBUSD |      REN/BUSD |      REN |    BUSD |     True |   Spot |          |          |          1 |
|      RENUSDT |      REN/USDT |      REN |    USDT |     True |   Spot |   Margin |          |          1 |
|       REPBTC |       REP/BTC |      REP |     BTC |     True |   Spot |   Margin |          |          1 |
|      REPUSDT |      REP/USDT |      REP |    USDT |     True |   Spot |   Margin |          |          1 |
|       REQBTC |       REQ/BTC |      REQ |     BTC |     True |   Spot |          |          |          1 |
|      REQBUSD |      REQ/BUSD |      REQ |    BUSD |     True |   Spot |          |          |          1 |
|      REQUSDT |      REQ/USDT |      REQ |    USDT |     True |   Spot |          |          |          1 |
|       RIFBTC |       RIF/BTC |      RIF |     BTC |     True |   Spot |          |          |          1 |
|      RIFUSDT |      RIF/USDT |      RIF |    USDT |     True |   Spot |          |          |          1 |
|       RLCBTC |       RLC/BTC |      RLC |     BTC |     True |   Spot |   Margin |          |          1 |
|       RLCETH |       RLC/ETH |      RLC |     ETH |     True |   Spot |          |          |          1 |
|      RLCUSDT |      RLC/USDT |      RLC |    USDT |     True |   Spot |   Margin |          |          1 |
|      RNDRBTC |      RNDR/BTC |     RNDR |     BTC |     True |   Spot |   Margin |          |          1 |
|     RNDRBUSD |     RNDR/BUSD |     RNDR |    BUSD |     True |   Spot |   Margin |          |          1 |
